year,player_id,player_name,team,sold_price,sold_price_in_cr,sold_price_in_usd,base_price,base_price_in_cr,base_price_in_usd,purse_spent,purse_spent_in_cr,purse_left,purse_left_in_cr,status,transferred,overseas,auction_result,id_source,prior_season,player_name_stats,birthdate,age,nationality,player_role,batting_style,bowling_style,international_career,tournament,team_stats,matches,innings,no,runs,highestscore,batting_average,bf,strikerate,100s,50s,4s,6s,Ct,St,wickets,economy,balls,bbi,bbm,bowl_ave,sr,4w,5w,10w,t20_start,t20_end,odi_start,odi_end,bbi_wkts,bbi_runs,bbm_wkts,bbm_runs,has_prior_season,is_mega_auction,int_value,is_capped,age_during_auction,overseas2
2023,398438.0,Mayank Agarwal,Sunrisers Hyderabad,82500000.0,8.25,1006000.0,10000000.0,1.0,,884500000.0,88.45,65500000.0,6.55,New,0.0,0.0,sold,from auction file,2022,Mayank Anurag Agarwal,1991-02-16,35y 138d,India,Batter,Right hand Bat,Right arm Offbreak,2018 - 2022,IPL 2022,PBKS,13.0,12.0,0.0,196.0,52.0,16.33,160.0,122.5,0.0,1.0,23.0,6.0,10.0,0.0,,,,,,,,,,,,,2020-02-05,2020-11-29,,,,,True,False,2018,True,32.0,False
2023,942367.0,Mayank Dagar,Sunrisers Hyderabad,18000000.0,1.8,219000.0,2000000.0,0.2,,884500000.0,88.45,65500000.0,6.55,New,0.0,0.0,sold,from auction file,2022,,1996-11-11,,India,Bowler,Right hand Bat,Slow Left arm Orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,27.0,False
2023,1081442.0,Mayank Markande,Sunrisers Hyderabad,5000000.0,0.5,60000.0,5000000.0,0.5,,884500000.0,88.45,65500000.0,6.55,New,0.0,0.0,sold,from auction file,2022,Mayank Markande,1997-11-11,28y 238d,India,Bowler,Right hand Bat,Legbreak,2019 - 2019,IPL 2022,MI,2.0,,,,,,,,,,,,2.0,0.0,1.0,8.14,42.0,1/26,1/26,57.0,42.0,0.0,0.0,0.0,2019-02-24,2018-11-01,,,1.0,26.0,1.0,26.0,True,False,2019,True,26.0,False
2023,1175496.0,Nitish Kumar Reddy,Sunrisers Hyderabad,2000000.0,0.2,24000.0,2000000.0,0.2,,884500000.0,88.45,65500000.0,6.55,New,0.0,0.0,sold,from auction file,2022,,2003-05-26,,India,Batting Allrounder,Right hand Bat,Right arm Medium fast,2024 - 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-06,2025-01-22,2025-10-19,2026-06-20,,,,,False,False,2024,False,20.0,False
2023,446763.0,Rahul Tripathi,Sunrisers Hyderabad,85000000.0,8.5,1036000.0,,,,884500000.0,88.45,65500000.0,6.55,Retained,0.0,0.0,retained,from auction file,2022,Rahul Ajay Tripathi,1991-03-02,35y 119d,India,Top order Batter,Right hand Bat,Right arm Medium,2023 - 2023,IPL 2022,SRH,14.0,14.0,3.0,413.0,76.0,37.54,261.0,158.23,0.0,3.0,40.0,20.0,6.0,0.0,,,,,,,,,,,2023-01-05,2023-02-01,,,,,,,True,False,2023,True,32.0,False
2023,853859.0,Samarth Vyas,Sunrisers Hyderabad,2000000.0,0.2,24000.0,2000000.0,0.2,,884500000.0,88.45,65500000.0,6.55,New,0.0,0.0,sold,from auction file,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,,False
2023,1132219.0,Sanvir Singh,Sunrisers Hyderabad,2000000.0,0.2,24000.0,2000000.0,0.2,,884500000.0,88.45,65500000.0,6.55,New,0.0,0.0,sold,from auction file,2022,,1996-10-12,,India,Allrounder,Right hand Bat,Right arm Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,27.0,False
2023,802575.0,T Natarajan,Sunrisers Hyderabad,40000000.0,4.0,487000.0,,,,884500000.0,88.45,65500000.0,6.55,Retained,0.0,0.0,retained,from auction file,2022,Thangarasu Natarajan,1991-04-04,35y 91d,India,Bowler,Left hand Bat,Left arm Medium,2020 - 2021,IPL 2022,SRH,11.0,,,,,,,,,,,,1.0,0.0,18.0,9.44,258.0,3/10,3/10,22.55,14.3,0.0,0.0,0.0,2020-12-04,2021-03-20,2020-12-02,2021-03-28,3.0,10.0,3.0,10.0,True,False,2020,True,32.0,False
2023,1246528.0,Umran Malik,Sunrisers Hyderabad,40000000.0,4.0,487000.0,,,,884500000.0,88.45,65500000.0,6.55,Retained,0.0,0.0,retained,from auction file,2022,Umran Malik,1999-11-22,26y 227d,India,Bowler,Right hand Bat,Right arm Fast,2022 - 2023,IPL 2022,SRH,14.0,4.0,3.0,4.0,3.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,9.03,295.0,5/25,5/25,20.18,13.4,1.0,1.0,0.0,2022-06-26,2023-02-01,2022-11-25,2023-07-29,5.0,25.0,5.0,25.0,True,False,2022,True,24.0,False
2023,732269.0,Upendra Yadav,Sunrisers Hyderabad,2500000.0,0.25,30000.0,2000000.0,0.2,,884500000.0,88.45,65500000.0,6.55,New,0.0,0.0,sold,from auction file,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,,False
2023,1252370.0,Vivrant Sharma,Sunrisers Hyderabad,26000000.0,2.6,317000.0,2000000.0,0.2,,884500000.0,88.45,65500000.0,6.55,New,0.0,0.0,sold,from auction file,2022,,1999-10-30,,India,Allrounder,Left hand Bat,Legbreak Googly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,24.0,False
2023,719715.0,Washington Sundar,Sunrisers Hyderabad,87500000.0,8.75,1067000.0,,,,884500000.0,88.45,65500000.0,6.55,Retained,0.0,0.0,retained,from auction file,2022,Washington Sundar,1999-10-05,26y 294d,India,Bowling Allrounder,Left hand Bat,Right arm Offbreak,2017 - 2026,IPL 2022,SRH,9.0,7.0,0.0,101.0,40.0,14.42,69.0,146.37,0.0,0.0,9.0,3.0,1.0,0.0,6.0,8.53,168.0,2/21,2/21,39.83,28.0,0.0,0.0,0.0,2017-12-24,2026-07-09,2017-12-13,2026-07-16,2.0,21.0,2.0,21.0,True,False,2017,True,24.0,False
2024,1059570.0,Ajay Mandal,Chennai Super Kings,2000000.0,0.2,24000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,,False
2024,277916.0,Ajinkya Rahane,Chennai Super Kings,5000000.0,0.5,60000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,Ajinkya Madhukar Rahane,1988-06-06,38y 23d,India,Top order Batter,Right hand Bat,Right arm Medium,2011 - 2023,IPL 2023,CSK,14.0,11.0,1.0,326.0,71.0,32.6,189.0,172.48,0.0,2.0,24.0,16.0,8.0,0.0,,,,,,,,,,,2011-08-31,2016-08-28,2011-09-03,2018-02-16,,,,,True,False,2011,True,36.0,False
2024,1408675.0,Aravelly Avanish,Chennai Super Kings,2000000.0,0.2,24000.0,2000000.0,0.2,,990000000.0,99.0,10000000.0,1.0,New,0.0,0.0,sold,from auction file,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,,False
2024,381743.0,Daryl Mitchell,Chennai Super Kings,140000000.0,14.0,1686000.0,10000000.0,1.0,,990000000.0,99.0,10000000.0,1.0,New,0.0,1.0,sold,from auction file,2023,,1991-05-20,,New Zealand,Batting Allrounder,Right hand Bat,Right arm Medium,2019 - 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-06,2026-03-08,2021-03-20,2026-01-18,,,,,False,False,2019,True,33.0,True
2024,447261.0,Deepak Chahar,Chennai Super Kings,140000000.0,14.0,1686000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,Deepak Lokandersingh Chahar,1992-08-07,33y 326d,India,Bowler,Right hand Bat,Right arm Medium,2018 - 2023,IPL 2023,CSK,10.0,1.0,1.0,1.0,1.0,,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,8.73,204.0,3/22,3/22,22.84,15.6,0.0,0.0,0.0,2018-07-08,2023-12-01,2018-09-25,2022-12-07,3.0,22.0,3.0,22.0,True,False,2018,True,32.0,False
2024,379140.0,Devon Conway,Chennai Super Kings,10000000.0,1.0,120000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,1.0,retained,from auction file,2023,Devon Philip Conway,1991-07-08,34y 356d,New Zealand,Wicketkeeper Batter,Left hand Bat,Right arm Medium,2020 - 2026,IPL 2023,CSK,16.0,15.0,2.0,672.0,92.0,51.69,481.0,139.7,0.0,6.0,77.0,18.0,6.0,0.0,,,,,,,,,,,2020-11-27,2026-03-20,2021-03-20,2026-01-18,,,,,True,False,2020,True,33.0,True
2024,28081.0,MS Dhoni,Chennai Super Kings,120000000.0,12.0,1445000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,Mahendra Singh Dhoni,1981-07-07,44y 357d,India,Wicketkeeper Batter,Right hand Bat,Right arm Medium,2004 - 2019,IPL 2023,CSK,16.0,12.0,8.0,104.0,32.0,26.0,57.0,182.45,0.0,0.0,3.0,10.0,7.0,3.0,,,,,,,,,,,2006-12-01,2019-02-27,2004-12-23,2019-07-09,,,,,True,False,2004,True,43.0,False
2024,1138316.0,Maheesh Theekshana,Chennai Super Kings,7000000.0,0.7,84000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,1.0,retained,from auction file,2023,Morawakage Maheesh Theekshana,2000-08-01,25y 332d,Sri Lanka,Bowler,Right hand Bat,Right arm Offbreak,2021 - 2026,IPL 2023,CSK,13.0,,,,,,,,,,,,3.0,0.0,11.0,8.0,294.0,2/23,2/23,35.63,26.7,0.0,0.0,0.0,2021-09-10,2026-06-14,2021-09-07,2026-06-06,2.0,23.0,2.0,23.0,True,False,2021,True,24.0,True
2024,1194795.0,Matheesha Pathirana,Chennai Super Kings,2000000.0,0.2,24000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,1.0,retained,from auction file,2023,Matheesha Pathirana,2002-12-18,23y 193d,Sri Lanka,Bowler,Right hand Bat,Right arm Fast,2022 - 2026,IPL 2023,CSK,12.0,,,,,,,,,,,,4.0,0.0,19.0,8.0,278.0,3/15,3/15,19.52,14.6,0.0,0.0,0.0,2022-08-27,2026-02-16,2023-06-02,2023-10-10,3.0,15.0,3.0,15.0,True,False,2022,True,22.0,True
2024,502714.0,Mitchell Santner,Chennai Super Kings,19000000.0,1.9,228000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,1.0,retained,from auction file,2023,Mitchell Josef Santner,1992-02-05,34y 144d,New Zealand,Bowling Allrounder,Left hand Bat,Slow Left arm Orthodox,2015 - 2026,IPL 2023,CSK,3.0,2.0,2.0,2.0,1.0,,4.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.75,72.0,2/28,2/28,27.0,24.0,0.0,0.0,0.0,2015-06-23,2026-03-20,2015-06-09,2025-11-22,2.0,28.0,2.0,28.0,True,False,2015,True,32.0,True
2024,8917.0,Moeen Ali,Chennai Super Kings,80000000.0,8.0,963000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,1.0,retained,from auction file,2023,Moeen Munir Ali,1987-06-18,39y 11d,England,Batting Allrounder,Left hand Bat,Right arm Offbreak,2014 - 2024,IPL 2023,CSK,15.0,10.0,3.0,124.0,23.0,17.71,91.0,136.26,0.0,0.0,12.0,6.0,4.0,0.0,9.0,7.5,156.0,4/26,4/26,21.66,17.3,1.0,0.0,0.0,2014-03-11,2024-06-27,2014-02-28,2023-11-11,4.0,26.0,4.0,26.0,True,False,2014,True,37.0,True
2024,1125688.0,Mukesh Chowdhary,Chennai Super Kings,2000000.0,0.2,24000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,,1996-07-06,,India,Bowler,Left hand Bat,Left arm Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,28.0,False
2024,330902.0,Mustafizur Rahman,Chennai Super Kings,20000000.0,2.0,240000.0,20000000.0,2.0,,990000000.0,99.0,10000000.0,1.0,New,0.0,1.0,sold,from auction file,2023,Mustafizur Rahman,1995-09-06,30y 296d,Bangladesh,Bowler,Left hand Bat,Left arm Fast medium,2015 - 2026,IPL 2023,DC,2.0,1.0,1.0,1.0,1.0,,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.28,42.0,1/38,1/38,79.0,42.0,0.0,0.0,0.0,2015-04-24,2026-06-19,2015-06-18,2026-06-14,1.0,38.0,1.0,38.0,True,False,2015,True,29.0,True
2024,1292506.0,Nishant Sindhu,Chennai Super Kings,6000000.0,0.6,72000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,,2004-04-09,,India,Allrounder,Left hand Bat,Slow Left arm Orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,20.0,False
2024,1252337.0,Prashant Solanki,Chennai Super Kings,12000000.0,1.2,144000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,,2000-02-22,,India,Bowler,Right hand Bat,Legbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,24.0,False
2024,959767.0,Rachin Ravindra,Chennai Super Kings,18000000.0,1.8,216000.0,5000000.0,0.5,,990000000.0,99.0,10000000.0,1.0,New,0.0,1.0,sold,from auction file,2023,,1999-11-18,,New Zealand,Batting Allrounder,Left hand Bat,Slow Left arm Orthodox,2021 - 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01,2026-03-08,2023-03-25,2025-11-22,,,,,False,False,2021,True,25.0,True
2024,1175429.0,Rajvardhan Hangargekar,Chennai Super Kings,15000000.0,1.5,180000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,Rajvardhan S Hangargekar,2002-11-10,23y 231d,India,Bowling Allrounder,Right hand Bat,Right arm Fast medium,,IPL 2023,CSK,2.0,,,,,,,,,,,,0.0,0.0,3.0,10.0,36.0,3/36,3/36,20.0,12.0,0.0,0.0,0.0,,,,,3.0,36.0,3.0,36.0,True,False,,False,22.0,False
2024,234675.0,Ravindra Jadeja,Chennai Super Kings,160000000.0,16.0,1927000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,Ravindrasinh Anirudhsinh Jadeja,1988-12-06,37y 205d,India,Allrounder,Left hand Bat,Slow Left arm Orthodox,2009 - 2026,IPL 2023,CSK,16.0,12.0,4.0,190.0,25.0,23.75,133.0,142.85,0.0,0.0,11.0,9.0,9.0,0.0,20.0,7.56,342.0,3/20,3/20,21.55,17.1,0.0,0.0,0.0,2009-02-10,2024-06-29,2009-02-08,2026-01-18,3.0,20.0,3.0,20.0,True,False,2009,True,36.0,False
2024,1060380.0,Ruturaj Gaikwad,Chennai Super Kings,60000000.0,6.0,722000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,Ruturaj Dashrat Gaikwad,1997-01-31,29y 149d,India,Batter,Right hand Bat,Right arm Offbreak,2021 - 2025,IPL 2023,CSK,16.0,15.0,1.0,590.0,92.0,42.14,400.0,147.5,0.0,4.0,46.0,30.0,17.0,0.0,,,,,,,,,,,2021-07-28,2024-07-13,2022-10-06,2025-12-06,,,,,True,False,2021,True,27.0,False
2024,1175489.0,Sameer Rizvi,Chennai Super Kings,84000000.0,8.4,1012000.0,2000000.0,0.2,,990000000.0,99.0,10000000.0,1.0,New,0.0,0.0,sold,from auction file,2023,,2003-12-06,,India,Allrounder,Right hand Bat,Right arm Offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,21.0,False
2024,1292497.0,Shaik Rasheed,Chennai Super Kings,2000000.0,0.2,24000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,,2004-09-24,,India,Batter,Right hand Bat,Legbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,20.0,False
2024,475281.0,Shardul Thakur,Chennai Super Kings,40000000.0,4.0,481000.0,20000000.0,2.0,,990000000.0,99.0,10000000.0,1.0,New,0.0,0.0,sold,from auction file,2023,Shardul Narendra Thakur,1991-10-16,34y 256d,India,Bowling Allrounder,Right hand Bat,Right arm Medium,2017 - 2025,IPL 2023,KKR,11.0,10.0,2.0,113.0,68.0,14.12,70.0,161.42,0.0,1.0,13.0,4.0,4.0,0.0,7.0,10.47,126.0,2/23,2/23,31.42,18.0,0.0,0.0,0.0,2018-02-21,2022-02-20,2017-08-31,2023-10-19,2.0,23.0,2.0,23.0,True,False,2017,True,33.0,False
2024,714451.0,Shivam Dube,Chennai Super Kings,40000000.0,4.0,481000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,Shivam Dube,1993-06-26,33y 3d,India,Allrounder,Left hand Bat,Right arm Medium,2019 - 2026,IPL 2023,CSK,16.0,14.0,3.0,418.0,52.0,38.0,264.0,158.33,0.0,3.0,12.0,35.0,6.0,0.0,,,,,,,,,,,2019-11-03,2026-06-28,2019-12-15,2024-08-07,,,,,True,False,2019,True,31.0,False
2024,1159722.0,Simarjeet Singh,Chennai Super Kings,2000000.0,0.2,24000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,,1998-01-17,,India,Bowler,Right hand Bat,Right arm Medium fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,26.0,False
2024,822553.0,Tushar Deshpande,Chennai Super Kings,2000000.0,0.2,24000.0,,,,990000000.0,99.0,10000000.0,1.0,Retained,0.0,0.0,retained,from auction file,2023,Tushar Uday Deshpande,1995-05-15,31y 45d,India,Bowler,Left hand Bat,Right arm Medium fast,2024 - 2024,IPL 2023,CSK,16.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,9.92,341.0,3/45,3/45,26.85,16.2,0.0,0.0,0.0,2024-07-13,2024-07-14,,,3.0,45.0,3.0,45.0,True,False,2024,True,29.0,False
2024,1277545.0,Abishek Porel,Delhi Capitals,2000000.0,0.2,24000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,0.0,retained,from auction file,2023,Abishek Porel,2002-10-17,23y 260d,India,Wicketkeeper Batter,Left hand Bat,,,IPL 2023,DC,4.0,4.0,0.0,33.0,20.0,8.25,31.0,106.45,0.0,0.0,1.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,True,False,,False,22.0,False
2024,481979.0,Anrich Nortje,Delhi Capitals,65000000.0,6.5,783000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,1.0,retained,from auction file,2023,Anrich Arno Nortje,1993-11-16,32y 230d,South Africa,Bowler,Right hand Bat,Right arm Fast,2019 - 2026,IPL 2023,DC,10.0,7.0,4.0,37.0,23.0,12.33,29.0,127.58,0.0,0.0,6.0,0.0,2.0,0.0,10.0,9.1,240.0,2/20,2/20,36.4,24.0,0.0,0.0,0.0,2019-09-18,2026-03-01,2019-03-03,2023-09-09,2.0,20.0,2.0,20.0,True,False,2019,True,31.0,True
2024,554691.0,Axar Patel,Delhi Capitals,120000000.0,12.0,1445000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,0.0,retained,from auction file,2023,Axar Rajeshbhai Patel,1994-01-20,32y 165d,India,Allrounder,Left hand Bat,Slow Left arm Orthodox,2014 - 2026,IPL 2023,DC,14.0,13.0,3.0,283.0,54.0,28.3,203.0,139.4,0.0,1.0,21.0,15.0,7.0,0.0,11.0,7.19,282.0,2/13,2/13,30.72,25.6,0.0,0.0,0.0,2015-07-17,2026-07-01,2014-06-15,2025-10-25,2.0,13.0,2.0,13.0,True,False,2014,True,30.0,False
2024,219889.0,David Warner,Delhi Capitals,62500000.0,6.25,753000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,1.0,retained,from auction file,2023,David Andrew Warner,1986-10-27,39y 250d,Australia,Opening Batter,Left hand Bat,Legbreak,2009 - 2024,IPL 2023,DC,14.0,14.0,0.0,516.0,86.0,36.85,392.0,131.63,0.0,6.0,69.0,10.0,7.0,0.0,,,,,,,,,,,2009-01-11,2024-06-24,2009-01-18,2023-11-19,,,,,True,False,2009,True,38.0,True
2024,911707.0,Harry Brook,Delhi Capitals,40000000.0,4.0,481000.0,20000000.0,2.0,,901000000.0,90.1,99000000.0,9.9,New,0.0,1.0,sold,from auction file,2023,Harry Cherrington Brook,1999-02-22,27y 135d,England,Middle order Batter,Right hand Bat,Right arm Medium,2022 - 2026,IPL 2023,SRH,11.0,11.0,2.0,190.0,100.0,21.11,154.0,123.37,1.0,0.0,23.0,4.0,3.0,0.0,,,,,,,,,,,2022-01-26,2026-07-04,2023-01-27,2026-01-27,,,,,True,False,2022,True,25.0,True
2024,236779.0,Ishant Sharma,Delhi Capitals,5000000.0,0.5,60000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,0.0,retained,from auction file,2023,Ishant Sharma,1988-09-02,37y 305d,India,Bowler,Right hand Bat,Right arm Fast medium,2007 - 2021,IPL 2023,DC,8.0,1.0,1.0,1.0,1.0,,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.24,150.0,2/19,2/19,20.6,15.0,0.0,0.0,0.0,2008-02-01,2013-10-10,2007-06-29,2016-01-23,2.0,19.0,2.0,19.0,True,False,2007,True,36.0,False
2024,774223.0,Jhye Richardson,Delhi Capitals,50000000.0,5.0,602000.0,15000000.0,1.5,,901000000.0,90.1,99000000.0,9.9,New,0.0,1.0,sold,from auction file,2023,,1996-09-20,,Australia,Bowler,Right hand Bat,Right arm Fast,2017 - 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-19,2022-06-11,2018-01-19,2022-06-19,,,,,False,False,2017,True,28.0,True
2024,942645.0,Khaleel Ahmed,Delhi Capitals,52500000.0,5.25,632000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,0.0,retained,from auction file,2023,Khaleel Khursheed Ahmed,1997-12-05,28y 206d,India,Bowler,Right hand Bat,Left arm Fast medium,2018 - 2024,IPL 2023,DC,9.0,,,,,,,,,,,,2.0,0.0,9.0,9.12,198.0,2/24,2/24,33.44,22.0,0.0,0.0,0.0,2018-11-04,2024-07-30,2018-09-18,2019-08-14,2.0,24.0,2.0,24.0,True,False,2018,True,27.0,False
2024,559235.0,Kuldeep Yadav,Delhi Capitals,20000000.0,2.0,240000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,0.0,retained,from auction file,2023,Kuldeep Yadav,1994-12-14,31y 202d,India,Bowler,Left hand Bat,Left arm Wrist spin,2014 - 2026,IPL 2023,DC,14.0,10.0,8.0,31.0,10.0,15.5,48.0,64.58,0.0,0.0,2.0,0.0,2.0,0.0,10.0,7.36,294.0,2/15,2/15,36.1,29.4,0.0,0.0,0.0,2017-07-09,2026-02-15,2017-06-23,2026-06-17,2.0,15.0,2.0,15.0,True,False,2014,True,30.0,False
2024,1207295.0,Kumar Kushagra,Delhi Capitals,72000000.0,7.2,867000.0,2000000.0,0.2,,901000000.0,90.1,99000000.0,9.9,New,0.0,0.0,sold,from auction file,2023,,2004-10-23,,India,Wicketkeeper Batter,Right hand Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,20.0,False
2024,930189.0,Lalit Yadav,Delhi Capitals,6500000.0,0.65,78000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,0.0,retained,from auction file,2023,Lalit Yadav,1997-01-03,29y 182d,India,Allrounder,Right hand Bat,Right arm Offbreak,,IPL 2023,DC,6.0,6.0,1.0,66.0,38.0,13.2,59.0,111.86,0.0,0.0,8.0,0.0,5.0,0.0,2.0,9.07,78.0,1/29,1/29,59.0,39.0,0.0,0.0,0.0,,,,,1.0,29.0,1.0,29.0,True,False,,False,27.0,False
2024,542023.0,Lungi Ngidi,Delhi Capitals,5000000.0,0.5,60000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,1.0,retained,from auction file,2023,,1996-03-29,,South Africa,Bowler,Right hand Bat,Right arm Fast medium,2017 - 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-20,2026-03-04,2018-02-07,2025-12-06,,,,,False,False,2017,True,28.0,True
2024,272450.0,Mitchell Marsh,Delhi Capitals,65000000.0,6.5,783000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,1.0,retained,from auction file,2023,Mitchell Ross Marsh,1991-10-20,34y 257d,Australia,Allrounder,Right hand Bat,Right arm Medium,2011 - 2026,IPL 2023,DC,9.0,9.0,0.0,128.0,63.0,14.22,97.0,131.95,0.0,1.0,11.0,7.0,3.0,0.0,12.0,8.42,121.0,4/27,4/27,14.16,10.0,1.0,0.0,0.0,2011-10-16,2026-06-21,2011-10-19,2025-10-25,4.0,27.0,4.0,27.0,True,False,2011,True,33.0,True
2024,926851.0,Mukesh Kumar,Delhi Capitals,55000000.0,5.5,662000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,0.0,retained,from auction file,2023,Mukesh Kumar,1993-10-12,32y 265d,India,Bowler,Right hand Bat,Right arm Medium,2023 - 2024,IPL 2023,DC,10.0,3.0,3.0,7.0,6.0,,9.0,77.77,0.0,0.0,0.0,0.0,3.0,0.0,7.0,10.51,186.0,2/30,2/30,46.57,26.5,0.0,0.0,0.0,2023-08-03,2024-07-14,2023-07-27,2023-12-21,2.0,30.0,2.0,30.0,True,False,2023,True,31.0,False
2024,777515.0,Praveen Dubey,Delhi Capitals,5000000.0,0.5,60000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,0.0,retained,from auction file,2023,Praveen Dubey,1993-07-01,33y 3d,India,Bowler,Right hand Bat,Legbreak Googly,,IPL 2023,DC,1.0,1.0,0.0,16.0,16.0,16.0,20.0,80.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.33,18.0,1/19,1/19,19.0,18.0,0.0,0.0,0.0,,,,,1.0,19.0,1.0,19.0,True,False,,False,31.0,False
2024,1070168.0,Prithvi Shaw,Delhi Capitals,80000000.0,8.0,963000.0,,,,901000000.0,90.1,99000000.0,9.9,Retained,0.0,0.0,retained,from auction file,2023,Prithvi Pankaj Shaw,1999-11-09,26y 237d,India,Opening Batter,Right hand Bat,Right arm Offbreak,2018 - 2021,IPL 2023,DC,8.0,8.0,0.0,106.0,54.0,13.25,85.0,124.7,0.0,1.0,16.0,1.0,1.0,0.0,,,,,,,,,,,2018-10-04,2020-12-17,2020-02-05,2021-07-23,,,,,True,False,2018,True,25.0,False
2024,1161489.0,Rasikh Salam,Delhi Capitals,2000000.0,0.2,24000.0,2000000.0,0.2,,901000000.0,90.1,99000000.0,9.9,New,0.0,0.0,sold,from auction file,2023,,2000-04-05,,India,Bowler,Right hand Bat,Right arm Fast medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,24.0,False
2024,642531.0,Ricky Bhui,Delhi Capitals,2000000.0,0.2,24000.0,2000000.0,0.2,,901000000.0,90.1,99000000.0,9.9,New,0.0,0.0,sold,from auction file,2023,,1996-09-29,,India,Top order Batter,Right hand Bat,Legbreak Googly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,28.0,False
